Company Name,Year,Date,Text,URL,word_count,Cat_E,Cat_S,Cat_G,Cat_N,Resource_Use_active,Emissions_active,Innovation_active,Workforce_active,Human_Rights_active,Community_active,Product_Responsibility_active,Management_active,Shareholders_active,CSR_Strategy_active
Levi Strauss & Co,2025,2025-09-18T19:54:47.297Z,"Our Quick Qs series is a way to get to know our new and recently promoted leaders at Levi Strauss & Co. Meet Christian (Chris) Callieri, our new chief supply chain officer, through these quick questions. Welcome, Christian!  

1️⃣  What did you do before joining LS&Co.?  
I was working at Victoria's Secret as the chief supply chain officer, supporting teams across our Victoria's Secret, PINK and Beauty businesses.  
 
2️⃣  What attracted you to LS&Co.?  
There were many things that attracted me to LS&Co. First, I love the brand and products — I grew up wearing Levi's®, and the opportunity to be a part of this team was very exciting. Second, I have a passion for sustainability and admire the commitment LS&Co. has for the doing the right thing for the environment and all of our communities. These values were evident in everyone I met through the interview process. Finally, as I met with Michelle, I was energized by her desire to continue to build our supply chain to become a strong competitive differentiator for LS&Co. I’m excited to be a part of this incredible journey. 
 
3️⃣  Do you have a favorite personal story about LS&Co. or one of our products?  
I still remember being on a Boy Scouts camping trip as a kid, wearing shorts one evening as we were sitting around the fire. I started to get cold, so I went to change into my pair of Levi's® (which I think were 501® jeans). When I returned, my spot had been taken, so I sat on an empty log. To my surprise, it was a smoldering log — but I didn’t notice until I sat down. While my jeans got burnt, I did not. If I had been wearing any of the other pants I took with me I definitely would have had serious burns.  
 
4️⃣  What is the worst haircut you ever had? 
My mom used to give me a bowl cut when I was younger and I had to suffer a lot of teasing because of it. 
 
5️⃣  Who is the most famous person you’ve ever met? 
Sean Connery in St. Andrews, where we asked him to sponsor our golf team. 
 
6️⃣  Where was your favorite vacation? 
I love going to Africa for wildlife trips. My wife is Kenyan, and our latest trip to the Mara was my favorite as I got to enjoy it with our two girls.  
 
7️⃣  What’s one thing that no one would guess about you? 
For my undergraduate thesis I studied thermoregulation in flies! 
 
8️⃣  Are you a morning or night person? 
Absolutely a morning person.",https://www.linkedin.com/posts/levi-strauss-%26-co-_our-quick-qs-series-is-a-way-to-get-to-know-activity-7374531355411591168-TebZ?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAADAEIjUB6-0Ki4Mn4tqi3dc1q7EgfDhzXsM,434,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Aquafil SpA,2025,2025-05-14T20:46:05.170Z,"Learn & lunch: What if a yarn can make circularity happen? 
📅 Wed 21 May 
🕧 12.30 - 13.30
Join Cristina Stefani and Maria Giovanna Sandrini to learn how Aquafil Group has been leading pioneering circularity projects across multiple industries. Their work has been focused on promoting sustainable practices and fostering innovation which can help shape the future of tomorrow’s workspaces.
Lunch will be provided during this session. 
Booking in advance is strongly recommended: https://lnkd.in/e-3ieEwe 
Clerkenwell Design Week #clerkenwelldesignweek #cdw2025",https://www.linkedin.com/posts/millikenfloorseurope_clerkenwelldesignweek-cdw2025-ugcPost-7328441403263393793-Gqk4?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAD6TkB0BzzuKqBZssaRxOKUbXo8PdXUCn04,80,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No
Salvatore Ferragamo SpA,2025,2025-09-18T16:20:04.457Z,"In 1978, Fiamma Ferragamo designed Vara: a shoe that perfectly embodied elegance combined with comfort and modernity. With its distinctive grosgrain bow and low block heel, Vara has become Ferragamo’s most iconic and best-selling shoe, worn by generations of women. To celebrate Vara, Ferragamo presents the Vara Exhibition for Paragon’s 25th Anniversary in Singapore. Opening September 10, the pop-up unites the timelessness of Vara with the past, present and future. In a curated immersive exhibit, 25 archival shoe styles are on display, each defining eras of the House, alongside images of the celebrities who wore them. Live artisans at work demonstrate how craftsmanship continues to shape the Vara, and new designs invite visitors to imagine how a pair of Varas can be part of their personal style. #FerragamoVara

https://lnkd.in/egQ2HKMz",https://www.linkedin.com/posts/salvatore-ferragamo_ferragamovara-activity-7374477320864030720-q4Sc?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAEgJJw8BefmW2ngPsTOBI09zfDAq2oK3oSU,129,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Levi Strauss & Co,2026,2026-04-02T16:36:30.344Z,"To celebrate 10 years of the Levi's® Wedgie Jean, we asked employees to share their thoughts on the iconic fit. See what they had to say below, then grab a pair for yourself ➡️  https://lnkd.in/gbssKvBs",https://www.linkedin.com/posts/levi-strauss-%26-co-_10-years-of-the-levis-wedgie-jean-activity-7445509477631688705-h5Fl?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAADAEIjUB6-0Ki4Mn4tqi3dc1q7EgfDhzXsM,35,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Puma SE,2025,2025-05-14T08:00:15.740Z,"Anyone who wants to race, can race 💪 

HYROX made its high-energy India debut at Mumbai’s NESCO Center with 1,650 athletes from 24 countries. From PUMA ambassadors like Bengaluru FC and India goalkeeper Gurpreet Singh Sandhu and swimmer Srihari Nataraj, to 78-year-old Virendra Sood proving age is just a number - the day was packed with standout moments. PUMA was proud to be at the heart of it - with employee participation across multiple categories. A special shout-out to our two female PUMA employees who secured a group podium finish! This marks just the beginning, with more competitions in India still to come and the HYROX World Championship qualifiers on the horizon.

Let's go #PUMAFam! 🔥",https://www.linkedin.com/posts/puma_pumafam-activity-7328328280137199618-nNAH?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAEIEbisBTza1aT3oxdkctj-FhlZBo-FO460,116,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
Levi Strauss & Co,2026,2026-01-14T16:59:49.517Z,"Our products are built to last, to be loved and worn and loved again. That’s why we’ve launched the Levi’s® Wear Longer Project, a community initiative designed to equip young people with the skills and confidence to repair, refresh and reimagine their clothes — so they look better and last longer. 

Last year, we commissioned a survey and found that while Gen Z is leading the charge in thrifting, repurposing and self-expression, 41% of Gen Z reported having no repair or customization skills, like sewing a button or hemming a pair of jeans. The Wear Longer Project aims to change that. We’ve partnered with Discovery Education to create free, accessible resources to teach these basic skills in the classroom and beyond.  

Learn more about the project and invest in your own repair skills ➡️ https://lnkd.in/g7QQCvk6",https://www.linkedin.com/posts/levi-strauss-%26-co-_levis-wear-longer-project-activity-7417249092671541248-Majo?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAADAEIjUB6-0Ki4Mn4tqi3dc1q7EgfDhzXsM,135,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No
Christian Dior SE,2026,2026-03-04T16:55:33.541Z,"The Jardin des Tuileries provided both an inspiration and setting for the show. The centuries-old park in the centre of Paris has always been a place for seeing and being seen. Unveiled on a specially-constructed set around a lily pond, the collection reflects the constant exchange of ideas that happens in a city – discovering them, absorbing them and then interpreting them. Creative Director Jonathan Anderson took his cues from water lilies and the park’s emblematic chairs, from the Dior archives, historical costume and the possibilities offered by savour-faire and fabric research, further evolving ideas he has been developing since he arrived at the House. 

Stay tuned for more coverage on.dior.com/aw2026-27-lk.

#DreamInDior",https://www.linkedin.com/posts/christian-dior-couture_dreamindior-activity-7435005024444887040-Pbzd?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAADxeUlUBCd9hAkKTauhprPVFe0x_J25JAyE,112,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
PVH Corp,2025,2025-11-04T17:30:01.249Z,"Meaningful partnerships 🤝 meaningful impact. We're proud to continue our long-time partnership with Harlem's Fashion Row (HFR), the premier platform dedicated to discovering, showcasing and supporting designers of color.  
 
From hosting HFR’s Black History Month “House Talks” and 7th Annual Designer’s Retreat at our NYC headquarters, to sponsoring the organization’s recent Fashion Show & Style Awards, our collaboration is all about celebrating some of the incredible rising talents shaping the future of fashion. Check out a few of our favorite snapshots and insights from our time together this year below! 
 
💡 “Always ask and always go for it.” - Brandice Daniel, Founder & CEO of HFR  
💡 “Network out, not just up.” - Brandon Blackwood, Founder of Brandon Blackwood 
💡 “Stay connected to what sparks that joy.” - Megan Smith, Founder of Megan Renee 
 
A special thank you to our friends at Harlem’s Fashion Row and our teams across Tommy Hilfiger, Calvin Klein and PVH Corp. for coming together to create these special moments. Here’s to powering the next generation of fashion designers, step by step.",https://www.linkedin.com/posts/pvh_meaningful-partnerships-meaningful-impact-activity-7391527153168830465-25GS?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAACdwRloBsvQMFO5Hq4nZQD88Dn5VCuqcvz4,176,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No
Pou Chen Corp,2025,2025-12-04T03:00:06.709Z,"⌛ In a workplace, time is one of the most valuable resources. How we manage and use it can affect our productivity.

⏱️ Time efficiency is about working smarter by using every minute with focus and intention. In a large organization where collaboration, deadlines, and priorities often overlap, time efficiency allows us to achieve more with less pressure. It helps employees stay organized and balanced.

✨ So how can we use our time efficiently at work?
Here are a few effective habits that can help:
1. Set clear priorities.
Start your day by identifying the most important tasks that align with your goals or team objectives.
2. Plan your day ahead.
Use a planner or digital calendar to organize tasks and deadlines. 
3. Avoid multitasking.
While it may feel productive, multitasking often divides attention. Instead, concentrate on one task at a time.
4. Manage distractions.
Notifications, chats, and emails can break your focus easily. Allocate specific times to check messages or emails so you can stay in deep focus mode.
5. Take short breaks.
Efficiency doesn’t mean nonstop work. Short breaks help refresh your mind, improve focus, and maintain consistent performance throughout the day.
6. Reflect and adjust.
At the end of the day, take a few minutes to evaluate how you spent your time. Identify what worked well and what needs improvement.

💡 Using time efficiently will help you balance your productivity with well being. By managing time wisely, you can create space for creativity and continuous growth.

#pouchengroupindonesia #manufacturingcompany #athleticshoe #careergrowth #efficiency #responsibility",https://www.linkedin.com/posts/pouchengroupindonesia_pouchengroupindonesia-manufacturingcompany-activity-7402179869369155584-OR8G?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFEqwA4BdvloIrWTBN4Zlcbb4DJ_6CUegWU,255,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
Christian Dior SE,2025,2025-06-05T13:26:51.295Z,"At #Dior, passion is at the heart of our creations.
A breath of ease moves through the #DiorFall25 campaign, as Maria Grazia Chiuri’s collection reveals the signature kimono jacket–shaped by the purity of Japanese structure and the romanticism of Parisian codes. Relaxed denim contrasts with shoulder-baring knitwear, while archival motifs surface in florals and tonal embroidery. Accessories like the #DiorToujours, Dior Caro Bucket, and golden bamboo-inspired jewelry echo the palette – sculptural, refined, and in harmony with its rhythmic elegance. Discover more on.dior.com/fall25-lk. 

#DreamInDior 
© Hiroko Matsubara",https://www.linkedin.com/posts/christian-dior-couture_dior-diorfall25-diortoujours-activity-7336383002895138816-Crju?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAC732uIB710CgLAkKRQ7CDaedjLO6N-IpSc,87,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Gildan Activewear Inc,2026,2026-04-09T15:19:20.261Z,"You may already know Maidenform, a leading intimates and shapewear brand that’s part of our brand portfolio.

With modern styles backed by an unparalleled history of innovation, Maidenform® delivers foundational pieces with intentional design that women rely on to feel put together for the moment ahead. 

Maidenform® strengthens our portfolio and reinforces our position as a manufacturer of choice for quality apparel in the wholesale and retail markets. 

#MakingApparelBetter

Learn more: https://lnkd.in/eGSrFvhB",https://www.linkedin.com/posts/gildan_makingapparelbetter-activity-7448026772715008000-xq9b?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFgUjgkBGSmiRXCkFw7DGB-O57R2S_JLFDk,72,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No
Lakeland Industries Inc,2025,2025-11-17T21:35:42.570Z,"Protecting those who protect others is at the heart of what we do, and last weekend we had the privilege of being part of Huntsville, Alabama’s first annual Tunnel to Towers 5K Run & Walk.
 
It was an honor to stand alongside our community in support of an organization that pays tribute to the brave men and women who put their lives on the line every single day.
 
Thank you to everyone who participated, volunteered, or cheered.

We’ll see you next year!

#TunnelToTowers #protectyourpeople",https://www.linkedin.com/posts/lakeland-fire-and-safety_tunneltotowers-protectyourpeople-activity-7396300025003139072-MHTX?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAC068VkBV9XY3vJkG9xYvL4BarqCBKeMpgc,84,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No
Birkenstock Holding PLC,2026,2026-02-19T07:58:55.069Z,"BIRKENSTOCK has historically been associated mainly with sandals.

But closed shoes are not an addition to our story. They are where it began. 

Long before the sandal became iconic, Carl Birkenstock developed the concept of the “Idealschuh”, a closed shoe built around the principle of anatomical support. That philosophy remains unchanged.

Today, we are steadily expanding our closed-shoe portfolio, from sneakers to boots and moc-toe silhouettes, strengthening our position as a year-round footwear brand. This is not a seasonal extension. It is a deliberate step toward greater resilience and diversification.

The numbers reflect this trajectory. In the first quarter, closed styles accounted for approximately 60 percent of revenue, reflecting the increasing balance of our portfolio across seasons.

At the core of this development is what has always defined us: anatomically engineered footbeds, carefully selected materials and functional design translated into contemporary silhouettes. With the launch of the HIGHWOOD MOC LACE LOW, a modern moc-toe silhouette building on the functional DNA of the HIGHWOOD boot, we continue to broaden our portfolio. 

Today, closed shoes are a structural part of our business and a key driver of a long-term, seasonally resilient growth strategy.",https://www.linkedin.com/posts/birkenstock-deutschland_birkenstock-has-historically-been-associated-activity-7430158932012134400-AmBg?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAB2fJisB56UEMFOKW-93gvW_UdpQs2L7xx0,191,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No
Figs Inc,2025,2025-11-04T20:58:40.792Z,"Four days of clinic. A lifetime of learning.

Last month, we brought 9 Awesome Humans to #Guatemala to learn, connect, and serve alongside local physicians and our partners at Project C.U.R.E.

Together, we worked to strengthen the local healthcare system — and FIGS donated $25,000 to help support care in the region long after we left.

This is what it means to create impact that lasts. 💙 #FIGSimpact",https://www.linkedin.com/posts/wearfigs_guatemala-figsimpact-activity-7391579663938027520-ZLiE?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFbZAdQBAOvMn0_k0PYy-o-ADfjWPEjhflg,68,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No
YX Precious Metals Bhd,2025,2025-11-19T02:01:55.667Z,"Our Goldheart Pop-Up Experience has officially arrived at Sunway Pyramid.

Immerse yourself in the world of dazzling diamonds and discover the vibrant charm of our Sapphire Collection, created to add sophistication, colour, and brilliance to your everyday look.

From statement pieces to modern elegance, Goldheart jewellery is crafted to celebrate the individuality, confidence, and shine of every woman.

📍 Sunway Pyramid Shopping Mall (Water Feature, Ground Floor)
📆 17–23 Nov 2025
⏰ 10am - 10pm

#GOLDHEARTMalaysia #EverydayElegance #JewelleryGoals #SunwayPyramid #PopUp",https://www.linkedin.com/posts/tomei-consolidated-bhd_goldheartmalaysia-everydayelegance-jewellerygoals-activity-7396729408893595648-3yud?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAE2NTC0BAY33ZxHGdT7vfWvP5FoX4oNzCOg,80,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Christian Dior SE,2025,2025-10-25T10:30:01.875Z,"At #Dior, we empower our people to grow and be their best.
Meet Hasmik Minasyan and Antoine (Huasong) TAN, both VIP Client Managers at Christian Dior Couture and discover the behind-the-scenes of their #DreamInDior experience as they unveil the richness of their métiers in Paris, France.

When asked, ‘what does #DreamInDior mean for you and what amazes you the most in your work?’ Hasmik shares: ‘#DreamInDior means being part of a magical universe, experiencing every moment with the energy and power of the House of Dreams. It marks the beginning of every project I undertake, where each challenge becomes a catalyst for my professional growth - and that is what truly inspires me.’
 
Antoine (Huasong) adds: ‘#DreamInDior is the inspiration of the House through its history, heritage, legacy, culture and creativity that fuels my ambitions. It is about creating the Dream and then sharing them with our prestigious Clients. What I find most amazing in my role is the countless possibilities I have at my disposal to make our Clients’ experiences unforgettable and personalized.’
 
For retail #career opportunities at Dior, visit https://lnkd.in/eYr2K_QH

#DiorTalents
#DreamInDior",https://www.linkedin.com/posts/christian-dior-couture_dior-dreamindior-dreamindior-activity-7387797580677820416-DVc_?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAADutyfIBNJBCHOdkrHWz4jsLK00pw1OjKrE,184,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
Suominen Oyj,2026,2026-01-29T07:43:36.658Z,"Suominen's Q4 and full year 2025 result has been published.

Full year 2025 in brief: net sales decreased and were EUR 412.4 million (2024: 462.3). Comparable EBITDA declined to EUR 12.6 million (17.0). Share of new products of net sales was 27%.

Charles Héaulmé, President & CEO, and Janne Silonsaari, CFO, will present the result in an audiocast today at 11:00 a.m. (EET) Welcome to join: https://brnw.ch/21wZtYr

Read the full result: https://brnw.ch/21wZtYq",https://www.linkedin.com/posts/suominen-corporation_suominens-q4-and-full-year-2025-result-has-activity-7422544934739529728-4IYW?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAChuQRMBdHkIwKp5VAh3LX4A3zkCuYtgrK0,72,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Levi Strauss & Co,2025,2025-08-27T17:49:07.742Z,"Our Quick Qs series is a way to get to know our new and recently promoted leaders at Levi Strauss & Co. Meet Anjana Perumal, our new VP of Global accounting, through these quick questions. Welcome, Anjana! 

1️⃣ What did you do before joining LS&Co.?  
Before this, I led global finance operations and strategy in global technology and retail companies. I have built and led high performing global teams across financial advisory services, finance operations, controllership and compliance. I have driven digital and finance transformation with a sharp focus on both performance and people.  
 
2️⃣ What attracted you to LS&Co.?  
The brand’s legacy and values — there is a grounded authenticity in the culture that resonates with me. I am a big admirer of brands that evolve with the times while staying true to their roots. 
 
3️⃣ What does success look like in your job?  
Success in Global Accounting means being a fully digital, high-performing, insight-driven organization. It is about having automated touchless processes, driving continuous improvements and offering insights that enable the business to move faster. We’ll know our team has made it when Global Accounting runs best-in-class practices and becomes a true partner to the business. 
 
4️⃣ What is your secret dream career?  
Running a beachside cocktail bar that hosts jazz nights and travel stories. 
 
5️⃣ What kind of pets do you have?  
I have a golden retriever named Zeus — who greets every guest like a VIP — and a beagle named Dude, the real boss of the house. 
 
6️⃣ Where was your favorite vacation?  
I recently visited Prague, “the Magical city.” You don’t just wander; you wonder with every step. 
 
7️⃣ What is your favorite quote? 
“When you want something, all the universe conspires in helping you achieve it.” — The Alchemist 
 
8️⃣ How do you unwind?  
Decoding teen-speak, being a part-time detective on crime shows and hanging out with Zeus and Dude — my unofficial therapist.",https://www.linkedin.com/posts/levi-strauss-%26-co-_our-quick-qs-series-is-a-way-to-get-to-know-activity-7366527199182548992-4mqG?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAADAEIjUB6-0Ki4Mn4tqi3dc1q7EgfDhzXsM,321,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Puma SE,2026,2026-01-20T15:01:13.170Z,"Fast recognises fast 🏁
 
We are expanding our presence in the world of motorsport by welcoming McLaren Racing as our new partners in a multi-year global partnership. This collaboration, which will see PUMA create team kit and apparel, spans the full McLaren Racing portfolio. It will bring fans closer to the action to experience the spirit, style and innovation that define McLaren Racing and invite them to become part of the team's story. Through special events and unique drops, the partnership will bring the exhilaration of racing to life in new and unexpected ways. After decades of collaborating with some of the greatest drivers and teams in the industry, it is an honour to write the next chapter of our long and successful motorsport journey together with McLaren Racing.
 
Get ready to Race Louder 🚦",https://www.linkedin.com/posts/puma_fast-recognises-fast-we-are-expanding-activity-7419393571742478336-RVNE?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAABkg-BgBGuWunYBIUWO3k8jbCtw0MElaMcg,135,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Marimekko Oyj,2025,2025-09-17T14:16:26.400Z,"The dreamiest collection yet has landed. Introducing Laila Gohar for Marimekko.

It’s everything you need for a five-star snooze: vivid PJs, bold bedding, diaries for daydreaming and more, all dressed in bold Marimekko colors and four archival stripes by designer Maija Isola: Basso, Puhveli, Rastas and Lukkari.
 
Explore more at https://lnkd.in/d3gV2JDb
 
#marimekko #lailagoharformarimekko",https://www.linkedin.com/posts/marimekko_marimekko-lailagoharformarimekko-activity-7374083819412418561-s9r3?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAE4W700Ba2ZH3TT3WFNdtt_cuNQs1kG3prE,53,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Prada SpA,2025,2025-05-16T12:35:15.164Z,"The strategic value of cross-industry expertise, shared competences and their role in driving innovation in space technology was at the heart of the panel hosted by Prada and Axiom Space during The Final Frontier – Venice, an event by Type One.

Together with Catie Hague VP of Communications Axiom Space, Russell Ralston, Executive Vice President of Axiom Space and Italian Astronaut Walter Villadei, #LorenzoBertelli shared how over twenty years of investment in R&D with Luna Rossa Team — racing for the America’s Cup — laid the groundwork for Prada’s leap into this exciting new chapter.

“Many brands talk about innovation. We practice and live it. We are likely the only company in our industry to have consistently pursued a non-fashion, high-performance R&D pathway like sailing. All these capabilities proved critical in the development of the AxEMU suit. We didn’t start from scratch, we leveraged a robust and distinctive technological foundation” Lorenzo Bertelli, Prada Group CMO & Head of CSR",https://www.linkedin.com/posts/pradagroup_lorenzobertelli-activity-7329122259468443649--hPd?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAACkYlAQBRTNz8CdXZeg6hzVz7QVXcc1syiY,159,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes
New Wave Group AB,2025,2025-08-29T12:21:33.396Z,"New Wave Danmark A/S have opened their new showroom in Skovlunde, Denmark! 🥂 

The showroom brings together our entire brand universe – from sportswear and corporate apparel to gifts and interior. Visitors can now experience our strong portfolio of brands, including Craft Sportswear, Cutter & Buck, Clique, Projob, Orrefors, Kosta Boda, Sagaform, and Byon – all presented under one roof in the new Brand House.

This new space allows us to showcase collections, solutions, and inspiration in a way that reflects who we are as a company: a brand house with strong trademarks, local presence, and Scandinavian quality.

A warm thank you to everyone who joined for the opening!

If you are in the area, please come in for a visit at Meterbuen 33 in Skovlunde – we’d be happy to show you our products in person and explore potential ways to collaborate.",https://www.linkedin.com/posts/new-wave-group_new-wave-danmark-as-have-opened-their-new-activity-7367169538611728385-Hh8v?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAABXo4mUB7g5FphHN6ij54fkYNavWpOpyZCo,143,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Gabriel Holding A/S,2026,2026-02-03T11:00:05.357Z,"Blue Episteme from the PSUKHE collection by Felix Godard, designed in collaboration with Maud Rondot is upholstered in our classic Europost 2.

Inspired by the Greek idea of knowledge, the chair balances soft ash blues with subtle greys and a hint of cyan, creating a quiet and composed expression. The dense, felted wool of Europost 2 adds richness and tactility, while its soft sheen and depth of colour enhance the chair’s grounded and refined character.

The exclusive piece was showcased at MAISON&OBJET in Paris, where its quiet strength and distinctive materiality attracted strong attention from the audience.

Explore Europost 2 https://lnkd.in/egQXd4GA",https://www.linkedin.com/posts/gabriel_blue-episteme-from-the-psukhe-collection-activity-7424406319455076352-NowH?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAEsntggBsZ3j--2X3xlvXMIZKK2Ymt0pMxg,101,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Columbia Sportswear Co,2025,2025-11-05T23:13:27.815Z,"🌊 We’re SWELLING with gratitude for The Surfrider Foundation! Huge thanks to Coastal Adaptation Manager Alex Ferron-Mignona for leading an inspiring Lunch & Learn at prAna HQ on coastal resiliency and nature-based solutions here in SoCal. 

We’re proud to partner with Surfrider to protect ocean, waves, and beaches we love. Dive in at surfrider.org to join their mission — from beach cleanups to water testing and more!

Huge shout out to prAna's internal DEI & SEVA teams for hosting the event. 🎉",https://www.linkedin.com/posts/prana-living_were-swelling-with-gratitude-for-the-ugcPost-7391974177420959744-3dxO?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAA0fhnwBs426nttGUUr89LxGZhp79qwGkkc,82,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No
Levi Strauss & Co,2025,2025-08-06T18:28:51.428Z,"Important notice to potential candidates: It has come to our attention that people may be posing as recruiters for Levi Strauss & Co. The LS&Co. talent acquisition team members and related agents thoroughly vet candidates through a screening and interview process. They will not ask you to provide personal financial or banking information.

All recruiting email correspondence from actual LS&Co. recruiters will come from individuals with a @levi.com email address. Any correspondence coming from an individual associated with LS&Co. using an email address other than one ending in @levi.com should be considered suspicious. We encourage you to report any concerns to us — or to validate the authenticity of a recruitment contact — by messaging us through the platform.  

Fraudulent activity, or if you've been the victim of a scam, should be reported as follows:

If you’ve received a scam message on LinkedIn: https://lnkd.in/gb-Qd_v
FTC Consumer Information: https://lnkd.in/dYUjMUrv
FBI Internet Crime Complaint Center: https://www.ic3.gov/",https://www.linkedin.com/posts/levi-strauss-%26-co-_important-notice-to-potential-candidates-activity-7358927051908665345-nc6-?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAADAEIjUB6-0Ki4Mn4tqi3dc1q7EgfDhzXsM,154,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No
Gabriel Holding A/S,2025,2025-06-18T07:38:42.509Z,"We’re ready to welcome you to our showroom in the heart of Christianshavn during 3daysofdesign

Step inside and explore a vivid, tactile space where colour, creativity and craftsmanship come together to inspire. Discover our latest fabric launches and experience the aesthetic essence of Gabriel up close.

Gabriel Showroom
Christianshavns Kanal 4
Copenhagen

Discover the full programme https://lnkd.in/dbJnzYXH",https://www.linkedin.com/posts/gabriel_were-ready-to-welcome-you-to-our-showroom-activity-7341006431229284352-fNtm?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAADJuXfQB16Oqw734_O9B_WRdaFQDHVfk4Mk,57,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
361 Degrees International Ltd,2026,2026-04-17T14:53:34.730Z,"LONDON HERE WE COME!
Next Saturday, we are hosting an exclusive 361° Shakeout Run in South Kensington. This is an exclusive event with only 30 spots, and there are 2 two ways to get in.
1️⃣ THE FAST TRACK (15 SPOTS): > We are opening 15 spots for our community right now.
🔗 Sign Up via the Link in Bio on our IG to secure your place.
2️⃣ THE BLUE LINE HUNT (15 SPOTS):
Missed the link? You have one more chance. On Friday afternoon, find our two Blue Line Pacers running in Central London. Spot them, snap a photo, and tag #LOVEYOURRUNLONDON to claim one of the remaining 15 invites. 🔵🚩

👟 Plus, the hunters have a chance to win 1 of 5 pairs of the new Furious Future 2 Blue Line.

#361Degrees #LOVEYOURRUNLONDON #LondonMarathon #FF2 #BlueLine",https://www.linkedin.com/posts/361europe_loveyourrunlondon-361degrees-loveyourrunlondon-activity-7450919393213136896-CFYn?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAF2xTvkB7iAYNGRO0NLopp0Onf8_91jn1AU,138,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
